iter	TotalF1	MultiClass
881	0.9972899281	0.1981784759
882	0.9972899281	0.1980449873
883	0.9972899281	0.1978482496
884	0.9972899281	0.197689616
885	0.9972899281	0.1975291449
886	0.9972899281	0.1973394619
887	0.9972899281	0.1969463841
888	0.9972899281	0.1966902957
889	0.9972899281	0.196491993
890	0.9972899281	0.1962391882
891	0.9972899281	0.1960554395
892	0.9972899281	0.1957427073
893	0.9972899281	0.1955567078
894	0.9972899281	0.1953046972
895	0.9972899281	0.1950935372
896	0.9972899281	0.1949382874
897	0.9972899281	0.1946348865
898	0.9972899281	0.1944701252
899	0.9972899281	0.1942371312
900	0.9972899281	0.1939153741
901	0.9972899281	0.1937289535
902	0.9972899281	0.1934805646
903	0.9972899281	0.1932000075
904	0.9972899281	0.1928748827
905	0.9972899281	0.1927388897
906	0.9972899281	0.1925804245
907	0.9972899281	0.1923298413
908	0.9972899281	0.1920006568
909	0.9972899281	0.1917740486
910	0.9972899281	0.1914336057
911	0.9972899281	0.1911098838
912	0.9972899281	0.1908806562
913	0.9972899281	0.1906851308
914	0.9972899281	0.1904750442
915	0.9972899281	0.1902509015
916	0.9972899281	0.1900737753
917	0.9972899281	0.1898558126
918	0.9972899281	0.1896876375
919	0.9972899281	0.1896047239
920	0.9972899281	0.189419013
921	0.9972899281	0.1892503735
922	0.9972899281	0.1891635814
923	0.9972899281	0.1889471541
924	0.9972899281	0.1886912228
925	0.9972899281	0.1884790768
926	0.9972899281	0.1882629624
927	0.9972899281	0.1880472049
928	0.9972899281	0.1879381629
929	0.9972899281	0.187754506
930	0.9972899281	0.1874992264
931	0.9972899281	0.1872950414
932	0.9972899281	0.1871200819
933	0.9972899281	0.1869560921
934	0.9972899281	0.1867989806
935	0.9972899281	0.1866355755
936	0.9972899281	0.186470141
937	0.9972899281	0.1862671388
938	0.9972899281	0.1860539295
939	0.9972899281	0.1859091956
940	0.9972899281	0.1856913366
941	0.9972899281	0.1854004033
942	0.9972899281	0.18528162
943	0.9972899281	0.1851626771
944	0.9972899281	0.1849199349
945	0.9972899281	0.1847450226
946	0.9972899281	0.1846425799
947	0.9972899281	0.1844034595
948	0.9972899281	0.1841794465
949	0.9972899281	0.1840324267
950	0.9972899281	0.1837370686
951	0.9972899281	0.1834958183
952	0.9972899281	0.1833432993
953	0.9972899281	0.1830935387
954	0.9972899281	0.1829438954
955	0.9972899281	0.1828342556
956	0.9972899281	0.1827155829
957	0.9972899281	0.1825457615
958	0.9972899281	0.18237766
959	0.9972899281	0.1822372555
960	0.9972899281	0.1820505129
961	0.9972899281	0.1818256226
962	0.9972899281	0.1816170059
963	0.9972899281	0.1814104983
964	0.9972899281	0.1812555519
965	0.9972899281	0.1811133448
966	0.9972899281	0.1808816812
967	0.9972899281	0.180751523
968	0.9972899281	0.1805474637
969	0.9972899281	0.1804092236
970	0.9972899281	0.1801986405
971	0.9972899281	0.1799664538
972	0.9972899281	0.1798195174
973	0.9972899281	0.1795705044
974	0.9972899281	0.1794074604
975	0.9972899281	0.1791940326
976	0.9972899281	0.1790210073
977	0.9972899281	0.1788940179
978	0.9972899281	0.1787703508
979	0.9972899281	0.178557518
980	0.9972899281	0.1783724477
981	0.9972899281	0.1781532657
982	0.9972899281	0.1779384055
983	0.9972899281	0.1777554402
984	0.9972899281	0.177434207
985	0.9972899281	0.1771912944
986	0.9972899281	0.1769390117
987	0.9972899281	0.1767150951
988	0.9972899281	0.1765627356
989	0.9972899281	0.176272062
990	0.9972899281	0.1761102483
991	0.9972899281	0.175941731
992	0.9972899281	0.1757765642
993	0.9972899281	0.1755867566
994	0.9972899281	0.1754658818
995	0.9972899281	0.1753038613
996	0.9972899281	0.1751201023
997	0.9972899281	0.1750590876
998	0.9972899281	0.1747971089
999	0.9972899281	0.1746287579
